nama_tempat_wisata,link,latitude,longitude,rating,jumlah_rating,kategori
Curug Cilember,https://www.google.com/maps/place/Curug+Cilember/data=!4m7!3m6!1s0x2e69c827b09934ad:0xf8c4b77be871be9a!8m2!3d-6.6611293!4d106.9465023!16s%2Fg%2F11fx91dvr9!19sChIJrTSZsCfIaS4Rmr5x6Hu3xPg?authuser=0&hl=id&rclk=1,-6.6611293,106.9465023,4.5,9171.0,Alam
NICOLE'S RIVER PARK,https://www.google.com/maps/place/NICOLE%27S+RIVER+PARK/data=!4m7!3m6!1s0x2e69c94ce798c59f:0xcc5f68b129fb50f1!8m2!3d-6.6500814!4d106.8968945!16s%2Fg%2F11s1ttfp6t!19sChIJn8WY50zJaS4R8VD7KbFoX8w?authuser=0&hl=id&rclk=1,-6.6500814,106.8968945,4.5,4540.0,Alam
Kampoeng Air Katulampa,https://www.google.com/maps/place/Kampoeng+Air+Katulampa/data=!4m7!3m6!1s0x2e69c5d6ffffe90d:0x2b7cb917ddeaede4!8m2!3d-6.63321!4d106.8349609!16s%2Fg%2F1ptwflq7h!19sChIJDen__9bFaS4R5O3q3Re5fCs?authuser=0&hl=id&rclk=1,-6.63321,106.8349609,4.4,868.0,Budaya
Puncak fantasy land,https://www.google.com/maps/place/Puncak+fantasy+land/data=!4m7!3m6!1s0x2e69b7fcb06d6c47:0xa22dadeb5c817bc9!8m2!3d-6.6590513!4d106.9138481!16s%2Fg%2F11kc5jdmtd!19sChIJR2xtsPy3aS4RyXuBXOutLaI?authuser=0&hl=id&rclk=1,-6.6590513,106.9138481,4.2,102.0,Alam
Istana Panda Indonesia Taman Safari Bogor,https://www.google.com/maps/place/Istana+Panda+Indonesia+Taman+Safari+Bogor/data=!4m7!3m6!1s0x2e69b5b596f420ad:0x1713b169e01a3558!8m2!3d-6.7268!4d106.955529!16s%2Fg%2F11f3jwp7mb!19sChIJrSD0lrW1aS4RWDUa4GmxExc?authuser=0&hl=id&rclk=1,-6.7268,106.955529,4.7,9491.0,Rekreasi
LBC River View,https://www.google.com/maps/place/LBC+River+View/data=!4m7!3m6!1s0x2e69ca3d79ff88ef:0xd6153f8a773c3173!8m2!3d-6.7200347!4d106.8879145!16s%2Fg%2F11c7sqr7qs!19sChIJ74j_eT3KaS4RczE8d4o_FdY?authuser=0&hl=id&rclk=1,-6.7200347,106.8879145,4.6,155.0,Alam
Gunung Mas Bogor,https://www.google.com/maps/place/Gunung+Mas+Bogor/data=!4m7!3m6!1s0x2e69b7c626ae8665:0x793bccf8d2562bc3!8m2!3d-6.7029008!4d106.9716174!16s%2Fg%2F11hf198zr1!19sChIJZYauJsa3aS4RwytW0vjMO3k?authuser=0&hl=id&rclk=1,-6.7029008,106.9716174,4.6,4178.0,Alam
Amiril hill Camp & Adventure,https://www.google.com/maps/place/Amiril+hill+Camp+%26+Adventure/data=!4m7!3m6!1s0x2e69c9909537e8cd:0xa469569aa2be6314!8m2!3d-6.693748!4d106.878275!16s%2Fg%2F11c5_0c4lz!19sChIJzeg3lZDJaS4RFGO-oppWaaQ?authuser=0&hl=id&rclk=1,-6.693748,106.878275,4.6,112.0,Alam
Gadog 168,https://www.google.com/maps/place/Gadog+168/data=!4m7!3m6!1s0x2e69c8ed400679c3:0xf0e32c468c056cf7!8m2!3d-6.6489919!4d106.8513189!16s%2Fg%2F11cn2yzjb3!19sChIJw3kGQO3IaS4R92wFjEYs4_A?authuser=0&hl=id&rclk=1,-6.6489919,106.8513189,4.5,129.0,Umum
Safari Water Park,https://www.google.com/maps/place/Safari+Water+Park/data=!4m7!3m6!1s0x2e69b5cf26811113:0xcd528edfcf02f0c8!8m2!3d-6.7198579!4d106.9501709!16s%2Fg%2F11g5_4hqdb!19sChIJExGBJs-1aS4RyPACz9-OUs0?authuser=0&hl=id&rclk=1,-6.7198579,106.9501709,4.6,127.0,Rekreasi
Flower garden Vimala hills,https://www.google.com/maps/place/Flower+garden+Vimala+hills/data=!4m7!3m6!1s0x2e69c98f29628b93:0x6a3c87850d399090!8m2!3d-6.657597!4d106.8608896!16s%2Fg%2F11fnbbwysb!19sChIJk4tiKY_JaS4RkJA5DYWHPGo?authuser=0&hl=id&rclk=1,-6.657597,106.8608896,4.8,464.0,Alam
Kebun Teh Cisarua Bogor,https://www.google.com/maps/place/Kebun+Teh+Cisarua+Bogor/data=!4m7!3m6!1s0x2e69b680ce61faad:0x1c4e0fa30e1b6962!8m2!3d-6.7001238!4d106.9615043!16s%2Fg%2F11dymcpp44!19sChIJrfphzoC2aS4RYmkbDqMPThw?authuser=0&hl=id&rclk=1,-6.7001238,106.9615043,4.6,1228.0,Alam
Deer Park,https://www.google.com/maps/place/Deer+Park/data=!4m7!3m6!1s0x2e69c9f955d21951:0xc20e3b551a6b31a8!8m2!3d-6.661711!4d106.8643107!16s%2Fg%2F11q2wyph_l!19sChIJURnSVfnJaS4RqDFrGlU7DsI?authuser=0&hl=id&rclk=1,-6.661711,106.8643107,4.5,131.0,Alam
Dairyland Farm Theme Park Puncak,https://www.google.com/maps/place/Dairyland+Farm+Theme+Park+Puncak/data=!4m7!3m6!1s0x2e69c910bbe9248f:0x2f26b32e696c47e3!8m2!3d-6.6500882!4d106.9027234!16s%2Fg%2F11n859wt9_!19sChIJjyTpuxDJaS4R40dsaS6zJi8?authuser=0&hl=id&rclk=1,-6.6500882,106.9027234,4.6,18635.0,Rekreasi
Badak Air Camping Ground,https://www.google.com/maps/place/Badak+Air+Camping+Ground/data=!4m7!3m6!1s0x2e69ca24d647a429:0xa411c6a6d9b83cba!8m2!3d-6.7181562!4d106.8799305!16s%2Fg%2F119tsxwlp!19sChIJKaRH1iTKaS4Rujy42abGEaQ?authuser=0&hl=id&rclk=1,-6.7181562,106.8799305,4.6,149.0,Rekreasi
Perkebunan Teh Puncak,https://www.google.com/maps/place/Perkebunan+Teh+Puncak/data=!4m7!3m6!1s0x2e69b6a7cc4208fd:0xce1047d0ed2db577!8m2!3d-6.7015573!4d106.9939486!16s%2Fg%2F11cjhr_gp5!19sChIJ_QhCzKe2aS4Rd7Ut7dBHEM4?authuser=0&hl=id&rclk=1,-6.7015573,106.9939486,4.5,198.0,Alam
Putra Matahari Wisata Puncak,https://www.google.com/maps/place/Putra+Matahari+Wisata+Puncak/data=!4m7!3m6!1s0x2e69b64b07d6acd3:0x59e3f3696bd859a8!8m2!3d-6.6610164!4d106.9170793!16s%2Fg%2F11c58lcr07!19sChIJ06zWB0u2aS4RqFnYa2nz41k?authuser=0&hl=id&rclk=1,-6.6610164,106.9170793,4.1,11379.0,Alam
Taman Wisata Hutan Jati Ciangsana,https://www.google.com/maps/place/Taman+Wisata+Hutan+Jati+Ciangsana/data=!4m7!3m6!1s0x2e69937027d6cb59:0x8beeadc381a7cdc2!8m2!3d-6.3695138!4d106.9439633!16s%2Fg%2F11p74f1jf7!19sChIJWcvWJ3CTaS4Rws2ngcOt7os?authuser=0&hl=id&rclk=1,-6.3695138,106.9439633,4.2,287.0,Alam
Pasar Ciawi (BOGOR),https://www.google.com/maps/place/Pasar+Ciawi+%28BOGOR%29/data=!4m7!3m6!1s0x2e69c60055849729:0x8ca9ba20f220f5df!8m2!3d-6.6564377!4d106.8471728!16s%2Fg%2F11g9n2860r!19sChIJKZeEVQDGaS4R3_Ug8iC6qYw?authuser=0&hl=id&rclk=1,-6.6564377,106.8471728,4.4,2979.0,Umum
Taman Bunga Nusantara,https://www.google.com/maps/place/Taman+Bunga+Nusantara/data=!4m7!3m6!1s0x2e69b3e586b6266d:0x1c9b14260d4319ab!8m2!3d-6.727693!4d107.0794044!16s%2Fg%2F122k5v3v!19sChIJbSa2huWzaS4RqxlDDSYUmxw?authuser=0&hl=id&rclk=1,-6.727693,107.0794044,4.6,29414.0,Alam
TAZORA SWIMMING POOL,https://www.google.com/maps/place/TAZORA+SWIMMING+POOL/data=!4m7!3m6!1s0x2e69c905ed44eff3:0x883a1824dcc9cc49!8m2!3d-6.6771426!4d106.8576206!16s%2Fg%2F11cn2mbqzb!19sChIJ8-9E7QXJaS4RSczJ3CQYOog?authuser=0&hl=id&rclk=1,-6.6771426,106.8576206,4.1,250.0,Rekreasi
Curug Ciherang Sukamakmur,https://www.google.com/maps/place/Curug+Ciherang+Sukamakmur/data=!4m7!3m6!1s0x2e69b74e90cfb3a1:0x4d101739e74e9f49!8m2!3d-6.6367678!4d106.9984691!16s%2Fg%2F11c1nbq9yy!19sChIJobPPkE63aS4RSZ9O5zkXEE0?authuser=0&hl=id&rclk=1,-6.6367678,106.9984691,4.4,5163.0,Alam
Kampung Durian Rancamaya,https://www.google.com/maps/place/Kampung+Durian+Rancamaya/data=!4m7!3m6!1s0x2e69c9c4650391cb:0xd94de4970ef2c562!8m2!3d-6.6693526!4d106.830024!16s%2Fg%2F11t27p2w2f!19sChIJy5EDZcTJaS4RYsXyDpfkTdk?authuser=0&hl=id&rclk=1,-6.6693526,106.830024,4.0,146.0,Budaya
Dairyland Riverside Puncak,https://www.google.com/maps/place/Dairyland+Riverside+Puncak/data=!4m7!3m6!1s0x2e69c9ab0666de3f:0x847197b61087fb67!8m2!3d-6.652397!4d106.9086908!16s%2Fg%2F11f654fh7r!19sChIJP95mBqvJaS4RZ_uHELaXcYQ?authuser=0&hl=id&rclk=1,-6.652397,106.9086908,4.6,51298.0,Alam
Little Venice Kota Bunga,https://www.google.com/maps/place/Little+Venice+Kota+Bunga/data=!4m7!3m6!1s0x2e69b164db92a9ed:0x2945190fdfa7a3a!8m2!3d-6.6942649!4d107.0417212!16s%2Fg%2F11cjhzggcc!19sChIJ7amS22SxaS4ROnr6_ZBRlAI?authuser=0&hl=id&rclk=1,-6.6942649,107.0417212,4.2,14863.0,Umum
Lembah Tepus,https://www.google.com/maps/place/Lembah+Tepus/data=!4m7!3m6!1s0x2e69d1ea0ea9e427:0xc228faee948c7dc3!8m2!3d-6.6982384!4d106.6931162!16s%2Fg%2F11gyccqk14!19sChIJJ-SpDurRaS4Rw32MlO76KMI?authuser=0&hl=id&rclk=1,-6.6982384,106.6931162,4.6,4137.0,Alam
PASIR ANGIN PAS,https://www.google.com/maps/place/PASIR+ANGIN+PAS/data=!4m7!3m6!1s0x2e69c95b93abcd43:0x3e068cf71a93edb!8m2!3d-6.6450657!4d106.8667755!16s%2Fg%2F11lm7tb41_!19sChIJQ82rk1vJaS4R2z6pcc9o4AM?authuser=0&hl=id&rclk=1,-6.6450657,106.8667755,4.7,9974.0,Umum
Villa & CAMP Patung Ikan,https://www.google.com/maps/place/Villa+%26+CAMP+Patung+Ikan/data=!4m7!3m6!1s0x2e69cea371d3e067:0x415ad8d13ff0d464!8m2!3d-6.7022545!4d106.7991954!16s%2Fg%2F11g9f5qgp5!19sChIJZ-DTcaPOaS4RZNTwP9HYWkE?authuser=0&hl=id&rclk=1,-6.7022545,106.7991954,4.5,205.0,Rekreasi
Taman Heulang,https://www.google.com/maps/place/Taman+Heulang/data=!4m7!3m6!1s0x2e69c43c4d9f6e9f:0x7494ee2a6fb643fa!8m2!3d-6.5697211!4d106.8022947!16s%2Fg%2F11ckkwkxs6!19sChIJn26fTTzEaS4R-kO2byrulHQ?authuser=0&hl=id&rclk=1,-6.5697211,106.8022947,4.6,11878.0,Alam
The Ranch Cisarua Puncak,https://www.google.com/maps/place/The+Ranch+Cisarua+Puncak/data=!4m7!3m6!1s0x2e69b7d664e6a66f:0xc033dd1c2c36f440!8m2!3d-6.6590563!4d106.9140701!16s%2Fg%2F11g71ty83s!19sChIJb6bmZNa3aS4RQPQ2LBzdM8A?authuser=0&hl=id&rclk=1,-6.6590563,106.9140701,4.4,20085.0,Alam
Tugu Kujang Bogor,https://www.google.com/maps/place/Tugu+Kujang+Bogor/data=!4m7!3m6!1s0x2e69c5e100000001:0x1460e0034eb2eafc!8m2!3d-6.6014417!4d106.8050738!16s%2Fg%2F11bw1h8hqd!19sChIJAQAAAOHFaS4R_OqyTgPgYBQ?authuser=0&hl=id&rclk=1,-6.6014417,106.8050738,4.7,14610.0,Umum
Situ Tamansari,https://www.google.com/maps/place/Situ+Tamansari/data=!4m7!3m6!1s0x2e69cfbc3725ba6f:0x27fb72460353c648!8m2!3d-6.6535309!4d106.7540144!16s%2Fg%2F11b7dypskz!19sChIJb7olN7zPaS4RSMZTA0Zy-yc?authuser=0&hl=id&rclk=1,-6.6535309,106.7540144,4.4,2278.0,Alam
GGCA Gunung Geulis Camp Area,https://www.google.com/maps/place/GGCA+Gunung+Geulis+Camp+Area/data=!4m7!3m6!1s0x2e69c87167102517:0x59fe1f840701716!8m2!3d-6.631738!4d106.882764!16s%2Fg%2F11h1yfhjgm!19sChIJFyUQZ3HIaS4RFhdwQPjhnwU?authuser=0&hl=id&rclk=1,-6.631738,106.882764,4.6,2561.0,Alam
SEMAK DAUN VILLAGE,https://www.google.com/maps/place/SEMAK+DAUN+VILLAGE/data=!4m7!3m6!1s0x2e69c99e6b1e4d2f:0xaff434037c3f85c8!8m2!3d-6.6702927!4d106.8754885!16s%2Fg%2F11t4xzczmq!19sChIJL00ea57JaS4RyIU_fAM09K8?authuser=0&hl=id&rclk=1,-6.6702927,106.8754885,4.6,352.0,Rekreasi
Gunung Geulis Campsite,https://www.google.com/maps/place/Gunung+Geulis+Campsite/data=!4m7!3m6!1s0x2e69c86137969e3b:0x22d5f3ab97d57418!8m2!3d-6.6423898!4d106.8700427!16s%2Fg%2F11cjpx6nth!19sChIJO56WN2HIaS4RGHTVl6vz1SI?authuser=0&hl=id&rclk=1,-6.6423898,106.8700427,4.4,448.0,Alam
Bale Hills Resort,https://www.google.com/maps/place/Bale+Hills+Resort/data=!4m7!3m6!1s0x2e69c98bb1fe6ae5:0xbec46f219c953c87!8m2!3d-6.7050007!4d106.8860286!16s%2Fg%2F11fy_q7pnk!19sChIJ5Wr-sYvJaS4RhzyVnCFvxL4?authuser=0&hl=id&rclk=1,-6.7050007,106.8860286,4.7,163.0,Rekreasi
Kebun Raya Cibinong,https://www.google.com/maps/place/Kebun+Raya+Cibinong/data=!4m7!3m6!1s0x2e69c1aff61dfdff:0xa2d3c1120fdbcc40!8m2!3d-6.4867793!4d106.8564911!16s%2Fg%2F11c3ymrc1q!19sChIJ__0d9q_BaS4RQMzbDxLB06I?authuser=0&hl=id&rclk=1,-6.4867793,106.8564911,4.3,1640.0,Alam
Situ Cibinong,https://www.google.com/maps/place/Situ+Cibinong/data=!4m7!3m6!1s0x2e69c1d147e926cb:0xb6b6e6430f93bba1!8m2!3d-6.4675888!4d106.8577301!16s%2Fg%2F11c27d0yw0!19sChIJyybpR9HBaS4RobuTD0PmtrY?authuser=0&hl=id&rclk=1,-6.4675888,106.8577301,4.4,1508.0,Alam
Setu Cikaret Cibinong,https://www.google.com/maps/place/Setu+Cikaret+Cibinong/data=!4m7!3m6!1s0x2e69c179b2e19e17:0x3b6b7e37bade090c!8m2!3d-6.4691594!4d106.8336014!16s%2Fg%2F11fm5x7t8n!19sChIJF57hsnnBaS4RDAneujd-azs?authuser=0&hl=id&rclk=1,-6.4691594,106.8336014,4.5,1541.0,Umum
Taman Cibinong Situ Plaza,https://www.google.com/maps/place/Taman+Cibinong+Situ+Plaza/data=!4m7!3m6!1s0x2e69c1f522c6c079:0x7555ebbb303d8691!8m2!3d-6.4808326!4d106.8254861!16s%2Fg%2F11dxblb_9v!19sChIJecDGIvXBaS4RkYY9MLvrVXU?authuser=0&hl=id&rclk=1,-6.4808326,106.8254861,4.5,2629.0,Alam
MONUMEN PERJUANGAN MASYARAKAT CIBINONG,https://www.google.com/maps/place/MONUMEN+PERJUANGAN+MASYARAKAT+CIBINONG/data=!4m7!3m6!1s0x2e69c1bcef6fc281:0xa8c6093748831e55!8m2!3d-6.4913565!4d106.8451769!16s%2Fg%2F11dx91s4p1!19sChIJgcJv77zBaS4RVR6DSDcJxqg?authuser=0&hl=id&rclk=1,-6.4913565,106.8451769,4.6,503.0,Umum
Kebun Raya Cibinong,https://www.google.com/maps/place/Kebun+Raya+Cibinong/data=!4m7!3m6!1s0x2e69c1ab180243bd:0xdcf875474684980!8m2!3d-6.4900581!4d106.8541637!16s%2Fg%2F11lgsb0l90!19sChIJvUMCGKvBaS4RgElodFSHzw0?authuser=0&hl=id&rclk=1,-6.4900581,106.8541637,4.1,207.0,Alam
Cibinong Situ Plaza,https://www.google.com/maps/place/Cibinong+Situ+Plaza/data=!4m7!3m6!1s0x2e69c1f30712d1bd:0x994723fbd7ffa3a4!8m2!3d-6.4806288!4d106.8268843!16s%2Fg%2F11gfdtpy8n!19sChIJvdESB_PBaS4RpKP_1_sjR5k?authuser=0&hl=id&rclk=1,-6.4806288,106.8268843,4.5,966.0,Alam
Danau Dora Kebun Raya Cibinong,https://www.google.com/maps/place/Danau+Dora+Kebun+Raya+Cibinong/data=!4m7!3m6!1s0x2e69c147a1fc3891:0xbb99a2577765330f!8m2!3d-6.4934177!4d106.8536642!16s%2Fg%2F11m_cvy6t6!19sChIJkTj8oUfBaS4RDzNld1eimbs?authuser=0&hl=id&rclk=1,-6.4934177,106.8536642,4.4,186.0,Alam
Taman Pemda,https://www.google.com/maps/place/Taman+Pemda/data=!4m7!3m6!1s0x2e69c1f40ebb06a1:0xc20af7be85b0e01d!8m2!3d-6.479592!4d106.8236501!16s%2Fg%2F11bzym6wz8!19sChIJoQa7DvTBaS4RHeCwhb73CsI?authuser=0&hl=id&rclk=1,-6.479592,106.8236501,4.3,763.0,Alam
Fishing Valley Bogor,https://www.google.com/maps/place/Fishing+Valley+Bogor/data=!4m7!3m6!1s0x2e69c3e55af28ff7:0x4d32a5a9a6611d28!8m2!3d-6.5354382!4d106.8053264!16s%2Fg%2F11bc7r54bk!19sChIJ94_yWuXDaS4RKB1hpqmlMk0?authuser=0&hl=id&rclk=1,-6.5354382,106.8053264,4.2,4779.0,Alam
Taman Biovillage CSC-BG,https://www.google.com/maps/place/Taman+Biovillage+CSC-BG/data=!4m7!3m6!1s0x2e69c1a48f1d99c3:0xec99aed8f68a04b1!8m2!3d-6.4955193!4d106.8495897!16s%2Fg%2F11c2qd_dlf!19sChIJw5kdj6TBaS4RsQSK9tiumew?authuser=0&hl=id&rclk=1,-6.4955193,106.8495897,4.5,357.0,Rekreasi
TAMAN WISATA SIGANTANG,https://www.google.com/maps/place/TAMAN+WISATA+SIGANTANG/data=!4m7!3m6!1s0x2e69bf7098c5ba97:0x292a150fad7dc937!8m2!3d-6.460724!4d106.9161454!16s%2Fg%2F11qbv6nkvq!19sChIJl7rFmHC_aS4RN8l9rQ8VKik?authuser=0&hl=id&rclk=1,-6.460724,106.9161454,4.4,246.0,Alam
Tropikana Waterplay Cibinong,https://www.google.com/maps/place/Tropikana+Waterplay+Cibinong/data=!4m7!3m6!1s0x2e696b6a8a9e49f9:0xc5c48930c0ec30e8!8m2!3d-6.4688954!4d106.8529669!16s%2Fg%2F11vk3yj749!19sChIJ-UmeimpraS4R6DDswDCJxMU?authuser=0&hl=id&rclk=1,-6.4688954,106.8529669,4.5,298.0,Umum
Animalium,https://www.google.com/maps/place/Animalium/data=!4m7!3m6!1s0x2e69c170ad01d62d:0x32466560217296e9!8m2!3d-6.49608!4d106.849975!16s%2Fg%2F11tmmty7sj!19sChIJLdYBrXDBaS4R6ZZyIWBlRjI?authuser=0&hl=id&rclk=1,-6.49608,106.849975,4.8,1613.0,Rekreasi
Curug Citeureup Asri,https://www.google.com/maps/place/Curug+Citeureup+Asri/data=!4m7!3m6!1s0x2e69c1bcfc48e9e7:0x1b9d14cbd5137b81!8m2!3d-6.504016!4d106.908942!16s%2Fg%2F11g0mn_970!19sChIJ5-lI_LzBaS4RgXsT1csUnRs?authuser=0&hl=id&rclk=1,-6.504016,106.908942,4.3,375.0,Alam
Taman Karadenan,https://www.google.com/maps/place/Taman+Karadenan/data=!4m7!3m6!1s0x2e69c3d09c337f17:0x1f62ba5e5aad6eef!8m2!3d-6.5146355!4d106.8100265!16s%2Fg%2F11c601hqpy!19sChIJF38znNDDaS4R726tWl66Yh8?authuser=0&hl=id&rclk=1,-6.5146355,106.8100265,4.2,295.0,Alam
Wisata Pesona Alam Pulekan,https://www.google.com/maps/place/Wisata+Pesona+Alam+Pulekan/data=!4m7!3m6!1s0x2e69952f7cb6ec93:0x1aeb912e8e6f0f91!8m2!3d-6.4564433!4d106.9156006!16s%2Fg%2F11qnybv_pm!19sChIJk-y2fC-VaS4RkQ9vji6R6xo?authuser=0&hl=id&rclk=1,-6.4564433,106.9156006,4.5,170.0,Alam
KATOOMBA GREENPARK,https://www.google.com/maps/place/KATOOMBA+GREENPARK/data=!4m7!3m6!1s0x2e69eac8ee6a6ed1:0xa5d3e1faf60d2437!8m2!3d-6.4365518!4d106.9023796!16s%2Fg%2F11b7vzqwmj!19sChIJ0W5q7sjqaS4RNyQN9vrh06U?authuser=0&hl=id&rclk=1,-6.4365518,106.9023796,4.4,3535.0,Umum
Wall Climbing Pemda Kab.bogor,https://www.google.com/maps/place/Wall+Climbing+Pemda+Kab.bogor/data=!4m7!3m6!1s0x2e69c1f3a009f813:0x8958724cd8d30c19!8m2!3d-6.4809175!4d106.8252718!16s%2Fg%2F11b8_r31gt!19sChIJE_gJoPPBaS4RGQzT2ExyWIk?authuser=0&hl=id&rclk=1,-6.4809175,106.8252718,4.3,132.0,Umum
Taman Wisata Pasir Putih,https://www.google.com/maps/place/Taman+Wisata+Pasir+Putih/data=!4m7!3m6!1s0x2e69e9a4b53074df:0xa694f89f9e7ef1cb!8m2!3d-6.4330627!4d106.787352!16s%2Fg%2F11b6ggb1x3!19sChIJ33QwtaTpaS4Ry_F-np_4lKY?authuser=0&hl=id&rclk=1,-6.4330627,106.787352,4.3,5248.0,Alam
Setu Cilodong,https://www.google.com/maps/place/Setu+Cilodong/data=!4m7!3m6!1s0x2e69ebc4b87ed295:0x720130ece2c3fcd5!8m2!3d-6.441341!4d106.838766!16s%2Fg%2F11m_vgh4t3!19sChIJldJ-uMTraS4R1fzD4uwwAXI?authuser=0&hl=id&rclk=1,-6.441341,106.838766,4.5,1748.0,Umum
Alun alun Cirimekar,https://www.google.com/maps/place/Alun+alun+Cirimekar/data=!4m7!3m6!1s0x2e69c14d492eb577:0xa6e0f551bf13a4f4!8m2!3d-6.472272!4d106.8538488!16s%2Fg%2F11nmr_66zp!19sChIJd7UuSU3BaS4R9KQTv1H14KY?authuser=0&hl=id&rclk=1,-6.472272,106.8538488,4.7,884.0,Umum
Perumahan Taman Permata Cibinong,https://www.google.com/maps/place/Perumahan+Taman+Permata+Cibinong/data=!4m7!3m6!1s0x2e69c1d3f674b3d3:0xff6abde65f28b828!8m2!3d-6.4676896!4d106.8603022!16s%2Fg%2F11g6hytgcc!19sChIJ07N09tPBaS4RKLgoX-a9av8?authuser=0&hl=id&rclk=1,-6.4676896,106.8603022,4.5,112.0,Alam
Kebun Raya Bogor,https://www.google.com/maps/place/Kebun+Raya+Bogor/data=!4m7!3m6!1s0x2e69c5c412a67abb:0x75f23c6b45a37ee5!8m2!3d-6.5976289!4d106.7995698!16zL20vMDk1cmQ4!19sChIJu3qmEsTFaS4R5X6jRWs88nU?authuser=0&hl=id&rclk=1,-6.5976289,106.7995698,4.7,101936.0,Alam
Saung Engkong Ano,https://www.google.com/maps/place/Saung+Engkong+Ano/data=!4m7!3m6!1s0x2e69eb671c5a92c3:0xe9b1f4b22a00d9e7!8m2!3d-6.4581544!4d106.8340066!16s%2Fg%2F11gvsv0cn8!19sChIJw5JaHGfraS4R59kAKrL0sek?authuser=0&hl=id&rclk=1,-6.4581544,106.8340066,4.5,1133.0,Umum
Stadion Pakansari,https://www.google.com/maps/place/Stadion+Pakansari/data=!4m7!3m6!1s0x2e69c19092657f6b:0x195ea53ba17dbb4f!8m2!3d-6.4949939!4d106.833392!16s%2Fm%2F010hm43z!19sChIJa39lkpDBaS4RT7t9oTulXhk?authuser=0&hl=id&rclk=1,-6.4949939,106.833392,4.5,34644.0,Umum
Yayasan Bambu Indonesia,https://www.google.com/maps/place/Yayasan+Bambu+Indonesia/data=!4m7!3m6!1s0x2e69c21d476fe301:0xf1a647a423425409!8m2!3d-6.4743651!4d106.8162888!16s%2Fg%2F11c5_404cw!19sChIJAeNvRx3CaS4RCVRCI6RHpvE?authuser=0&hl=id&rclk=1,-6.4743651,106.8162888,4.6,437.0,Umum
Saung Berkah (Restoran Tepi Danau),https://www.google.com/maps/place/Saung+Berkah+%28Restoran+Tepi+Danau%29/data=!4m7!3m6!1s0x2e69c1be646c8fff:0xca57262aa0f6339b!8m2!3d-6.467814!4d106.8565532!16s%2Fg%2F11fk5jqwn4!19sChIJ_49sZL7BaS4RmzP2oComV8o?authuser=0&hl=id&rclk=1,-6.467814,106.8565532,4.7,12060.0,Alam
Paradesa Park,https://www.google.com/maps/place/Paradesa+Park/data=!4m7!3m6!1s0x2e69e98256058981:0xbc742b8adb23372e!8m2!3d-6.4560082!4d106.8149715!16s%2Fg%2F11n7jsvsh5!19sChIJgYkFVoLpaS4RLjcj24ordLw?authuser=0&hl=id&rclk=1,-6.4560082,106.8149715,4.4,2698.0,Alam
Wisata Bakukung,https://www.google.com/maps/place/Wisata+Bakukung/data=!4m7!3m6!1s0x2e69d69155555555:0x4f7600af4019d0bf!8m2!3d-6.7020835!4d106.5996595!16s%2Fg%2F11f3qvhtwz!19sChIJVVVVVZHWaS4Rv9AZQK8Adk8?authuser=0&hl=id&rclk=1,-6.7020835,106.5996595,4.5,181.0,Umum
Rumah Pohon Pabangbon,https://www.google.com/maps/place/Rumah+Pohon+Pabangbon/data=!4m7!3m6!1s0x2e69d9c89a7b647d:0x32683eeafdf7da3e!8m2!3d-6.619395!4d106.5935603!16s%2Fg%2F11c6vqk12b!19sChIJfWR7msjZaS4RPtr3_eo-aDI?authuser=0&hl=id&rclk=1,-6.619395,106.5935603,4.3,3267.0,Umum
Kebun Teh Cianten,https://www.google.com/maps/place/Kebun+Teh+Cianten/data=!4m7!3m6!1s0x2e69d53897264469:0xf4094c73cf359116!8m2!3d-6.7232152!4d106.6049877!16s%2Fg%2F11q32rxh7s!19sChIJaUQmlzjVaS4RFpE1z3NMCfQ?authuser=0&hl=id&rclk=1,-6.7232152,106.6049877,4.7,180.0,Alam
Kolam Renang Toyo Lembah Hijau Cisauk Landeuh,https://www.google.com/maps/place/Kolam+Renang+Toyo+Lembah+Hijau+Cisauk+Landeuh/data=!4m7!3m6!1s0x2e69dbb3a796c12f:0x3c2beb043dfe9c09!8m2!3d-6.5891842!4d106.6606191!16s%2Fg%2F11b6s7qyqx!19sChIJL8GWp7PbaS4RCZz-PQTrKzw?authuser=0&hl=id&rclk=1,-6.5891842,106.6606191,4.3,1492.0,Rekreasi
Jembatan Cianten,https://www.google.com/maps/place/Jembatan+Cianten/data=!4m7!3m6!1s0x2e69dbdd3c93f973:0xbef7ab4c76758c78!8m2!3d-6.5735922!4d106.6392566!16s%2Fg%2F11f1580np2!19sChIJc_mTPN3baS4ReIx1dkyr974?authuser=0&hl=id&rclk=1,-6.5735922,106.6392566,4.3,486.0,Umum
Wisata Alam Gunung Benteng Pabangbon,https://www.google.com/maps/place/Wisata+Alam+Gunung+Benteng+Pabangbon/data=!4m7!3m6!1s0x2e69d9c955555555:0xe5d8a29d31a9dc64!8m2!3d-6.6200625!4d106.5878723!16s%2Fg%2F11c6dj_tf8!19sChIJVVVVVcnZaS4RZNypMZ2i2OU?authuser=0&hl=id&rclk=1,-6.6200625,106.5878723,4.0,185.0,Alam
